Sample_ID,Replicate,Lithology ,Mineralogy,Phase,Analytical_Method,Chemistry,d33,d33_2sd,d34,sig_d34s,d36,d36_2sd,D33S,sig_D33S,D36S,sig_D36S,age_max,age_min,age_mean,Age_uncertainty,Age_method,age_source,Craton,Supergroup ,Group ,Subgroup,Formation ,Member,GSDBFM,Core,core_rim,Depth,Source,DOI,Publication_Date,NON_ATM_FLAG,MC_comment
24-A-up,,,pyrite,Sulfide,Bulk SF6,,,,-22.45,0.2,,,0.03,0.01,-0.92,0.2,,,251.4,0.3,Magmatic Zircon U-Pb,,,,,,,,Changhsing Formation,,,,Shen et al. 2011,10.1038/ncomms1217,,OK,
24A-down,,,pyrite,Sulfide,Bulk SF6,,,,-24.11,0.2,,,0.07,0.01,-1.13,0.2,,,251.4,0.3,Magmatic Zircon U-Pb,,,,,,,,Changhsing Formation,,,,Shen et al. 2011,10.1038/ncomms1217,,OK,
23-Sep,,,pyrite,Sulfide,Bulk SF6,,,,-22.76,0.2,,,0.04,0.01,-0.88,0.2,,,251.4,0.3,Magmatic Zircon U-Pb,,,,,,,,Changhsing Formation,,,,Shen et al. 2011,10.1038/ncomms1217,,OK,
23-8B,,,pyrite,Sulfide,Bulk SF6,,,,-21.16,0.2,,,0.1,0.01,-0.31,0.2,,,251.4,0.3,Magmatic Zircon U-Pb,,,,,,,,Changhsing Formation,,,,Shen et al. 2011,10.1038/ncomms1217,,OK,
23-8A,,,pyrite,Sulfide,Bulk SF6,,,,-29.79,0.2,,,0.05,0.01,-0.71,0.2,,,251.4,0.3,Magmatic Zircon U-Pb,,,,,,,,Changhsing Formation,,,,Shen et al. 2011,10.1038/ncomms1217,,OK,
23-7-B,,,pyrite,Sulfide,Bulk SF6,,,,-26.95,0.2,,,0.08,0.01,-0.47,0.2,,,251.4,0.3,Magmatic Zircon U-Pb,,,,,,,,Changhsing Formation,,,,Shen et al. 2011,10.1038/ncomms1217,,OK,
23-7-A,,,pyrite,Sulfide,Bulk SF6,,,,-24.66,0.2,,,0.05,0.01,-0.55,0.2,,,251.4,0.3,Magmatic Zircon U-Pb,,,,,,,,Changhsing Formation,,,,Shen et al. 2011,10.1038/ncomms1217,,OK,
23-6-B,,,pyrite,Sulfide,Bulk SF6,,,,-24.92,0.2,,,0.08,0.01,-0.49,0.2,,,251.4,0.3,Magmatic Zircon U-Pb,,,,,,,,Changhsing Formation,,,,Shen et al. 2011,10.1038/ncomms1217,,OK,
23-6-A,,,pyrite,Sulfide,Bulk SF6,,,,-23.5,0.2,,,0.13,0.01,-0.39,0.2,,,251.4,0.3,Magmatic Zircon U-Pb,,,,,,,,Changhsing Formation,,,,Shen et al. 2011,10.1038/ncomms1217,,OK,
23-May,,,pyrite,Sulfide,Bulk SF6,,,,-24.53,0.2,,,0.04,0.01,-0.91,0.2,,,251.4,0.3,Magmatic Zircon U-Pb,,,,,,,,Changhsing Formation,,,,Shen et al. 2011,10.1038/ncomms1217,,OK,
23-4-up,,,pyrite,Sulfide,Bulk SF6,,,,-23.62,0.2,,,0.04,0.01,-0.84,0.2,,,251.4,0.3,Magmatic Zircon U-Pb,,,,,,,,Changhsing Formation,,,,Shen et al. 2011,10.1038/ncomms1217,,OK,
23-4-down,,,pyrite,Sulfide,Bulk SF6,,,,-30.55,0.2,,,0.02,0.01,-0.79,0.2,,,251.4,0.3,Magmatic Zircon U-Pb,,,,,,,,Changhsing Formation,,,,Shen et al. 2011,10.1038/ncomms1217,,OK,
23-3-B,,,pyrite,Sulfide,Bulk SF6,,,,-18.96,0.2,,,0.12,0.01,-0.39,0.2,,,251.4,0.3,Magmatic Zircon U-Pb,,,,,,,,Changhsing Formation,,,,Shen et al. 2011,10.1038/ncomms1217,,OK,
23-3-A,,,pyrite,Sulfide,Bulk SF6,,,,-21.36,0.2,,,0.04,0.01,-0.95,0.2,,,251.4,0.3,Magmatic Zircon U-Pb,,,,,,,,Changhsing Formation,,,,Shen et al. 2011,10.1038/ncomms1217,,OK,
23-2-middle,,,pyrite,Sulfide,Bulk SF6,,,,-16.03,0.2,,,0.03,0.01,-0.86,0.2,,,251.4,0.3,Magmatic Zircon U-Pb,,,,,,,,Changhsing Formation,,,,Shen et al. 2011,10.1038/ncomms1217,,OK,
23-2-down,,,pyrite,Sulfide,Bulk SF6,,,,-22.34,0.2,,,0.09,0.01,-0.46,0.2,,,251.4,0.3,Magmatic Zircon U-Pb,,,,,,,,Changhsing Formation,,,,Shen et al. 2011,10.1038/ncomms1217,,OK,
23-1-up-C,,,pyrite,Sulfide,Bulk SF6,,,,-16.87,0.2,,,0.05,0.01,-0.28,0.2,,,251.4,0.3,Magmatic Zircon U-Pb,,,,,,,,Changhsing Formation,,,,Shen et al. 2011,10.1038/ncomms1217,,OK,
23-1-up-B,,,pyrite,Sulfide,Bulk SF6,,,,-15.58,0.2,,,0.01,0.01,-0.66,0.2,,,251.4,0.3,Magmatic Zircon U-Pb,,,,,,,,Changhsing Formation,,,,Shen et al. 2011,10.1038/ncomms1217,,OK,
23-1-up-A,,,pyrite,Sulfide,Bulk SF6,,,,-18.56,0.2,,,0.07,0.01,-0.28,0.2,,,251.4,0.3,Magmatic Zircon U-Pb,,,,,,,,Changhsing Formation,,,,Shen et al. 2011,10.1038/ncomms1217,,OK,
23-1-down,,,pyrite,Sulfide,Bulk SF6,,,,-11.82,0.2,,,-0.02,0.01,-0.44,0.2,,,251.4,0.3,Magmatic Zircon U-Pb,,,,,,,,Changhsing Formation,,,,Shen et al. 2011,10.1038/ncomms1217,,OK,
22-16,,,pyrite,Sulfide,Bulk SF6,,,,-16.04,0.2,,,0.03,0.01,-0.85,0.2,,,251.4,0.3,Magmatic Zircon U-Pb,,,,,,,,Changhsing Formation,,,,Shen et al. 2011,10.1038/ncomms1217,,OK,
22-15B,,,pyrite,Sulfide,Bulk SF6,,,,-17.72,0.2,,,0.09,0.01,-0.2,0.2,,,251.4,0.3,Magmatic Zircon U-Pb,,,,,,,,Changhsing Formation,,,,Shen et al. 2011,10.1038/ncomms1217,,OK,
22-14,,,pyrite,Sulfide,Bulk SF6,,,,-25.65,0.2,,,0,0.01,-1.06,0.2,,,251.4,0.3,Magmatic Zircon U-Pb,,,,,,,,Changhsing Formation,,,,Shen et al. 2011,10.1038/ncomms1217,,OK,
22-12-13-C,,,pyrite,Sulfide,Bulk SF6,,,,-22.67,0.2,,,0.04,0.01,-0.33,0.2,,,251.4,0.3,Magmatic Zircon U-Pb,,,,,,,,Changhsing Formation,,,,Shen et al. 2011,10.1038/ncomms1217,,OK,
22-12-13-B,,,pyrite,Sulfide,Bulk SF6,,,,-22.4,0.2,,,0.06,0.01,-0.35,0.2,,,251.4,0.3,Magmatic Zircon U-Pb,,,,,,,,Changhsing Formation,,,,Shen et al. 2011,10.1038/ncomms1217,,OK,
22-12-13-A,,,pyrite,Sulfide,Bulk SF6,,,,-21.13,0.2,,,0.04,0.01,-0.91,0.2,,,251.4,0.3,Magmatic Zircon U-Pb,,,,,,,,Changhsing Formation,,,,Shen et al. 2011,10.1038/ncomms1217,,OK,
22-Nov,,,pyrite,Sulfide,Bulk SF6,,,,-21.86,0.2,,,-0.04,0.01,0.91,0.2,,,251.4,0.3,Magmatic Zircon U-Pb,,,,,,,,Changhsing Formation,,,,Shen et al. 2011,10.1038/ncomms1217,,OK,
22-1-B,,,pyrite,Sulfide,Bulk SF6,,,,-22.04,0.2,,,0.07,0.01,-0.43,0.2,,,251.4,0.3,Magmatic Zircon U-Pb,,,,,,,,Changhsing Formation,,,,Shen et al. 2011,10.1038/ncomms1217,,OK,
" 4H-2, 56  ",,,pyrite,Sulfide,Bulk SF6,,,,-39.29,0.2,,,0.1,0.01,-1.21,0.2,,,1.45,0.01,Fossils,,,,,,,,Eastern Mediterranean sapropels,,,,Scheiderich et al. 2010,10.1016/j.chemgeo.2010.10.015,,OK,
" 4H-2, 59  ",,,pyrite,Sulfide,Bulk SF6,,,,-44.38,0.2,,,0.11,0.01,-1.25,0.2,,,1.45,0.01,Fossils,,,,,,,,Eastern Mediterranean sapropels,,,,Scheiderich et al. 2010,10.1016/j.chemgeo.2010.10.015,,OK,
" 4H-2, 64  ",,,pyrite,Sulfide,Bulk SF6,,,,-40.96,0.2,,,0.11,0.01,-1.31,0.2,,,1.45,0.01,Fossils,,,,,,,,Eastern Mediterranean sapropels,,,,Scheiderich et al. 2010,10.1016/j.chemgeo.2010.10.015,,OK,
" 4H-2, 66  ",,,pyrite,Sulfide,Bulk SF6,,,,-39.92,0.2,,,0.1,0.01,-1.27,0.2,,,1.45,0.01,Fossils,,,,,,,,Eastern Mediterranean sapropels,,,,Scheiderich et al. 2010,10.1016/j.chemgeo.2010.10.015,,OK,
" 4H-2, 70  ",,,pyrite,Sulfide,Bulk SF6,,,,-33.82,0.2,,,0.12,0.01,-1.27,0.2,,,1.45,0.01,Fossils,,,,,,,,Eastern Mediterranean sapropels,,,,Scheiderich et al. 2010,10.1016/j.chemgeo.2010.10.015,,OK,
" 4H-2, 74  ",,,pyrite,Sulfide,Bulk SF6,,,,-36.62,0.2,,,0.12,0.01,-1.26,0.2,,,1.46,0.01,Fossils,,,,,,,,Eastern Mediterranean sapropels,,,,Scheiderich et al. 2010,10.1016/j.chemgeo.2010.10.015,,OK,
" 4H-2, 78  ",,,pyrite,Sulfide,Bulk SF6,,,,-33.47,0.2,,,0.1,0.01,-0.85,0.2,,,1.46,0.01,Fossils,,,,,,,,Eastern Mediterranean sapropels,,,,Scheiderich et al. 2010,10.1016/j.chemgeo.2010.10.015,,OK,
" 4H-2, 84  ",,,pyrite,Sulfide,Bulk SF6,,,,-38.8,0.2,,,0.1,0.01,-1.31,0.2,,,1.46,0.01,Fossils,,,,,,,,Eastern Mediterranean sapropels,,,,Scheiderich et al. 2010,10.1016/j.chemgeo.2010.10.015,,OK,
" 4H-2, 90  ",,,pyrite,Sulfide,Bulk SF6,,,,-45.11,0.2,,,0.11,0.01,,,,,1.46,0.01,Fossils,,,,,,,,Eastern Mediterranean sapropels,,,,Scheiderich et al. 2010,10.1016/j.chemgeo.2010.10.015,,OK,
" 4H-2, 94  ",,,pyrite,Sulfide,Bulk SF6,,,,-47.52,0.2,,,0.13,0.01,-1.42,0.2,,,1.46,0.01,Fossils,,,,,,,,Eastern Mediterranean sapropels,,,,Scheiderich et al. 2010,10.1016/j.chemgeo.2010.10.015,,OK,
" 5H-2, 133  ",,,pyrite,Sulfide,Bulk SF6,,,,-33.48,0.2,,,0.12,0.01,,,,,1.83,0.01,Fossils,,,,,,,,Eastern Mediterranean sapropels,,,,Scheiderich et al. 2010,10.1016/j.chemgeo.2010.10.015,,OK,
CRS 0,,,pyrite,Sulfide,Bulk SF6,,,,-8.97,0.1,,,0.1,0.01,-0.1,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
CRS 3,,,pyrite,Sulfide,Bulk SF6,,,,-9.87,0.1,,,-0.02,0.01,-0.2,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
CRS 5,,,pyrite,Sulfide,Bulk SF6,,,,-5.04,0.1,,,-0.06,0.01,0.17,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
CRS 11,,,pyrite,Sulfide,Bulk SF6,,,,-3.84,0.1,,,0.04,0.01,-0.34,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
CRS 13,,,pyrite,Sulfide,Bulk SF6,,,,-3.22,0.1,,,0.03,0.01,-0.73,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
CRS 16,,,pyrite,Sulfide,Bulk SF6,,,,-5.37,0.1,,,0.07,0.01,-0.58,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
CRS 19,,,pyrite,Sulfide,Bulk SF6,,,,12.21,0.1,,,0.09,0.01,-0.77,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
CRS 21,,,pyrite,Sulfide,Bulk SF6,,,,26.21,0.1,,,0.06,0.01,-0.37,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
CRS 23,,,pyrite,Sulfide,Bulk SF6,,,,1.65,0.1,,,0.06,0.01,-0.74,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
CRS 30,,,pyrite,Sulfide,Bulk SF6,,,,-3.93,0.1,,,0.16,0.01,-1.39,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
CRS 31,,,pyrite,Sulfide,Bulk SF6,,,,0.32,0.1,,,0.11,0.01,-0.88,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
CRS 32,,,pyrite,Sulfide,Bulk SF6,,,,8.94,0.1,,,0.08,0.01,-0.83,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
CRS 35,,,pyrite,Sulfide,Bulk SF6,,,,16.97,0.1,,,0.04,0.01,-0.58,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
CA -0.63,,,pyrite,Sulfide,Bulk SF6,,,,8.88,0.1,,,0.06,0.01,-0.72,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
CA -6.65,,,pyrite,Sulfide,Bulk SF6,,,,3.74,0.1,,,0.08,0.01,-0.71,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
CA -20.6,,,pyrite,Sulfide,Bulk SF6,,,,4.36,0.1,,,0.04,0.01,-0.49,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
CAS -34,,,pyrite,Sulfide,Bulk SF6,,,,0.39,0.1,,,0.05,0.01,-0.55,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
CAS -40,,,pyrite,Sulfide,Bulk SF6,,,,2.91,0.1,,,0.03,0.01,-0.36,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
CAS -60,,,pyrite,Sulfide,Bulk SF6,,,,8.28,0.1,,,0.04,0.01,-0.5,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
CAS -80,,,pyrite,Sulfide,Bulk SF6,,,,7.07,0.1,,,-0.01,0.01,-0.3,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
CAS -96,,,pyrite,Sulfide,Bulk SF6,,,,6.13,0.1,,,-0.02,0.01,-0.4,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
CAS -106,,,pyrite,Sulfide,Bulk SF6,,,,11.61,0.1,,,0.06,0.01,-0.51,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
CAS -114,,,pyrite,Sulfide,Bulk SF6,,,,7.65,0.1,,,0.06,0.01,-0.5,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
TeS 22,,,pyrite,Sulfide,Bulk SF6,,,,17.23,0.1,,,0,0.01,-13,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,outlier,
Tes 24,,,pyrite,Sulfide,Bulk SF6,,,,25.67,0.1,,,0.04,0.01,-0.31,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
TeS 26,,,pyrite,Sulfide,Bulk SF6,,,,24.73,0.1,,,0.02,0.01,-0.17,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
TeS 28,,,pyrite,Sulfide,Bulk SF6,,,,24.78,0.1,,,0.06,0.01,-0.39,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
TeS 30,,,pyrite,Sulfide,Bulk SF6,,,,25.38,0.1,,,0.01,0.01,-0.08,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
TeS 32,,,pyrite,Sulfide,Bulk SF6,,,,15.93,0.1,,,0.04,0.01,-0.52,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
TeS 34,,,pyrite,Sulfide,Bulk SF6,,,,21.71,0.1,,,0.04,0.01,-0.32,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
TeS 36,,,pyrite,Sulfide,Bulk SF6,,,,13.57,0.1,,,0.05,0.01,-0.6,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
TeS 38,,,pyrite,Sulfide,Bulk SF6,,,,17.9,0.1,,,0.01,0.01,-0.28,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
TeS 46,,,pyrite,Sulfide,Bulk SF6,,,,28.85,0.1,,,-0.03,0.01,0.32,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
TeS 48,,,pyrite,Sulfide,Bulk SF6,,,,18.66,0.1,,,-0.01,0.01,-0.15,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
TeS 50,,,pyrite,Sulfide,Bulk SF6,,,,25.9,0.1,,,-0.02,0.01,0.19,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
CRS 1,,,Anhydrite,Sulfate,Bulk SF6,,,,2.88,0.1,,,0.03,0.01,-0.03,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
CRS 2,,,Anhydrite,Sulfate,Bulk SF6,,,,16.52,0.1,,,0.03,0.01,-0.43,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
CRS 8,,,Anhydrite,Sulfate,Bulk SF6,,,,33.35,0.1,,,0.03,0.01,-0.43,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
CRS 13,,,Anhydrite,Sulfate,Bulk SF6,,,,31.95,0.1,,,0.03,0.01,-0.11,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
CRS 16,,,Anhydrite,Sulfate,Bulk SF6,,,,27.37,0.1,,,0.04,0.01,-0.2,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
CRS 19,,,Anhydrite,Sulfate,Bulk SF6,,,,44,0.1,,,,,0.09,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,D33 listed as not detected
CRS 21,,,Anhydrite,Sulfate,Bulk SF6,,,,50.64,0.1,,,0.01,0.01,-0.3,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
CRS 23,,,Anhydrite,Sulfate,Bulk SF6,,,,37.44,0.1,,,0.08,0.01,-0.21,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
CRS 25,,,Anhydrite,Sulfate,Bulk SF6,,,,35.74,0.1,,,0.04,0.01,-0.22,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
CRS 28,,,Anhydrite,Sulfate,Bulk SF6,,,,38.94,0.1,,,0.06,0.01,-0.2,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
CRS 32,,,Anhydrite,Sulfate,Bulk SF6,,,,39.2,0.1,,,0.09,0.01,-0.46,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
CRS 35,,,Anhydrite,Sulfate,Bulk SF6,,,,37.27,0.1,,,0.05,0.01,-0.32,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
CAS -60,,,Anhydrite,Sulfate,Bulk SF6,,,,39.49,0.1,,,0.09,0.01,-0.4,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
TeS 9,,,Anhydrite,Sulfate,Bulk SF6,,,,14.02,0.1,,,0.01,0.01,-0.09,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
TeS 32,,,Anhydrite,Sulfate,Bulk SF6,,,,20.15,0.1,,,0,0.01,-0.02,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
TeS 40,,,Anhydrite,Sulfate,Bulk SF6,,,,20.33,0.1,,,-0.01,0.01,0.01,0.1,,,600,32,Pb-Pb ,,,,,,,,Araras Group,,,,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK,
SO2006-1,,,pyrite,Sulfide,LF-SF6,,-3.71,0.14,-7.83,0.26,-17.19,0.5,0.34,0.01,-2.4,0.2,,,164,1,Fossils,,,,,,,,Volga River Formation,,,,Ono et al. 2006a,10.1016/j.gca.2006.01.022,2006,OK,
SO2006-2,,,pyrite,Sulfide,LF-SF6,,-7.18,0.14,-14.5,0.26,-29.64,0.5,0.32,0.01,-2.35,0.2,,,164,1,Fossils,,,,,,,,Volga River Formation,,,,Ono et al. 2006a,10.1016/j.gca.2006.01.022,2006,OK,
SO2006-3,,,pyrite,Sulfide,LF-SF6,,-11.64,0.14,-22.98,0.26,-45.26,0.5,0.27,0.01,-2.14,0.2,,,164,1,Fossils,,,,,,,,Volga River Formation,,,,Ono et al. 2006a,10.1016/j.gca.2006.01.022,2006,OK,
SO2006-4,,,pyrite,Sulfide,LF-SF6,,-9.67,0.14,-19.23,0.26,-38.4,0.5,0.29,0.01,-2.28,0.2,,,164,1,Fossils,,,,,,,,Volga River Formation,,,,Ono et al. 2006a,10.1016/j.gca.2006.01.022,2006,OK,
SO2006-5,,,pyrite,Sulfide,LF-SF6,,-11.41,0.14,-22.55,0.26,-44.4,0.5,0.27,0.01,-2.08,0.2,,,164,1,Fossils,,,,,,,,Volga River Formation,,,,Ono et al. 2006a,10.1016/j.gca.2006.01.022,2006,OK,
SO2006-6,,,pyrite,Sulfide,LF-SF6,,-6.88,0.14,-13.9,0.26,-28.28,0.5,0.31,0.01,-2.1,0.2,,,164,1,Fossils,,,,,,,,Volga River Formation,,,,Ono et al. 2006a,10.1016/j.gca.2006.01.022,2006,OK,
SO2006-7,,,pyrite,Sulfide,LF-SF6,,-9.26,0.14,-18.45,0.26,-36.61,0.5,0.29,0.01,-1.92,0.2,,,164,1,Fossils,,,,,,,,Volga River Formation,,,,Ono et al. 2006a,10.1016/j.gca.2006.01.022,2006,OK,
SO2006-8,,,pyrite,Sulfide,LF-SF6,,-2.83,0.14,-6.14,0.26,-13.65,0.5,0.34,0.01,-2.04,0.2,,,164,1,Fossils,,,,,,,,Volga River Formation,,,,Ono et al. 2006a,10.1016/j.gca.2006.01.022,2006,OK,
SO2006-9,,,pyrite,Sulfide,LF-SF6,,0.57,0.14,0.91,0.26,1.08,0.5,0.1,0.01,-0.64,0.2,,,382.5,27.5,Fossils,,,,,,,,Silica Formation,,,,Ono et al. 2006a,10.1016/j.gca.2006.01.022,2006,OK,
SO2006-10,,,pyrite,Sulfide,LF-SF6,,-0.8,0.14,-1.77,0.26,-3.96,0.5,0.11,0.01,-0.6,0.2,,,382.5,27.5,Fossils,,,,,,,,Silica Formation,,,,Ono et al. 2006a,10.1016/j.gca.2006.01.022,2006,OK,
SO2006-11,,,pyrite,Sulfide,LF-SF6,,-0.74,0.14,-1.64,0.26,-3.71,0.5,0.1,0.01,-0.61,0.2,,,382.5,27.5,Fossils,,,,,,,,Silica Formation,,,,Ono et al. 2006a,10.1016/j.gca.2006.01.022,2006,OK,
SO2006-12,,,pyrite,Sulfide,LF-SF6,,-0.44,0.14,-1.05,0.26,-2.56,0.5,0.1,0.01,-0.57,0.2,,,382.5,27.5,Fossils,,,,,,,,Silica Formation,,,,Ono et al. 2006a,10.1016/j.gca.2006.01.022,2006,OK,
SO2006-13,,,pyrite,Sulfide,LF-SF6,,-2.04,0.14,-4.13,0.26,-8.36,0.5,0.09,0.01,-0.52,0.2,,,382.5,27.5,Fossils,,,,,,,,Silica Formation,,,,Ono et al. 2006a,10.1016/j.gca.2006.01.022,2006,OK,
SO2006-14,,,pyrite,Sulfide,LF-SF6,,-1.1,0.14,-2.31,0.26,-4.84,0.5,0.09,0.01,-0.46,0.2,,,382.5,27.5,Fossils,,,,,,,,Silica Formation,,,,Ono et al. 2006a,10.1016/j.gca.2006.01.022,2006,OK,
SO2006-15,,,pyrite,Sulfide,LF-SF6,,-9.84,0.14,-19.18,0.26,-36.47,0.5,0.08,0.01,-0.36,0.2,,,424,14,Fossils,,,,,,,,Waterville Formation,,,,Ono et al. 2006a,10.1016/j.gca.2006.01.022,2006,OK,
SO2006-16,,,pyrite,Sulfide,LF-SF6,,-9.81,0.14,-19.08,0.26,-36.41,0.5,0.07,0.01,-0.48,0.2,,,424,14,Fossils,,,,,,,,Waterville Formation,,,,Ono et al. 2006a,10.1016/j.gca.2006.01.022,2006,OK,
SO2006-17,,,pyrite,Sulfide,LF-SF6,,-10.32,0.14,-20.06,0.26,-38.3,0.5,0.06,0.01,-0.55,0.2,,,424,14,Fossils,,,,,,,,Waterville Formation,,,,Ono et al. 2006a,10.1016/j.gca.2006.01.022,2006,OK,
45?99-bar9,,,barite,Sulfate,SIMS,,1.65,0.11,4.08,0.14,,,-0.46,0.09,,,,,3259,3,Magmatic Zircon U-Pb,,,,,,,,Mapepe Formation,,,,Muller et al. 2016,10.1073/pnas.1520522113,2016,OK,
